 

stn;time;rre150h0
DAV;2013090502;0.0
DAV;2013090503;0.0
DAV;2013090504;0.0
DAV;2013090505;0.0
DAV;2013090506;0.0
DAV;2013090507;0.0
DAV;2013090508;0.0
DAV;2013090509;0.0
DAV;2013090510;0.0
DAV;2013090511;0.0
DAV;2013090512;0.0
DAV;2013090513;0.0
DAV;2013090514;0.0
DAV;2013090515;0.0
DAV;2013090516;0.0
DAV;2013090517;0.0
DAV;2013090518;0.0
DAV;2013090519;0.0
DAV;2013090520;0.0
DAV;2013090521;0.0
DAV;2013090522;0.0
DAV;2013090523;0.0
DAV;2013090600;0.0
DAV;2013090601;0.0
DAV;2013090602;0.0
DAV;2013090603;0.0
DAV;2013090604;0.0
DAV;2013090605;0.0
DAV;2013090606;0.0
DAV;2013090607;0.0
DAV;2013090608;0.0
DAV;2013090609;0.0
DAV;2013090610;0.0
DAV;2013090611;0.0
DAV;2013090612;0.0
DAV;2013090613;0.0
DAV;2013090614;0.0
DAV;2013090615;0.0
DAV;2013090616;0.0
DAV;2013090617;0.0
DAV;2013090618;0.0
DAV;2013090619;0.0
DAV;2013090620;0.0
DAV;2013090621;0.0
DAV;2013090622;0.0
DAV;2013090623;0.0
DAV;2013090700;0.0
DAV;2013090701;0.0
DAV;2013090702;0.0
DAV;2013090703;0.0
DAV;2013090704;0.0
DAV;2013090705;0.0
DAV;2013090706;0.0
DAV;2013090707;0.0
DAV;2013090708;0.0
DAV;2013090709;0.0
DAV;2013090710;0.0
DAV;2013090711;0.0
DAV;2013090712;0.0
DAV;2013090713;0.0
DAV;2013090714;0.0
DAV;2013090715;0.0
DAV;2013090716;0.0
DAV;2013090717;0.0
DAV;2013090718;0.0
DAV;2013090719;0.0
DAV;2013090720;0.0
DAV;2013090721;0.0
DAV;2013090722;0.0
DAV;2013090723;0.0
DAV;2013090800;0.0
DAV;2013090801;0.0
DAV;2013090802;0.0
DAV;2013090803;0.0
DAV;2013090804;0.0
DAV;2013090805;0.0
DAV;2013090806;0.2
DAV;2013090807;0.1
DAV;2013090808;0.0
DAV;2013090809;0.1
DAV;2013090810;0.0
DAV;2013090811;0.0
DAV;2013090812;0.1
DAV;2013090813;0.0
DAV;2013090814;0.0
DAV;2013090815;0.2
DAV;2013090816;0.0
DAV;2013090817;0.1
DAV;2013090818;0.9
DAV;2013090819;2.4
DAV;2013090820;4.0
DAV;2013090821;6.3
DAV;2013090822;1.1
DAV;2013090823;3.4
DAV;2013090900;6.4
DAV;2013090901;2.7
DAV;2013090902;0.1
DAV;2013090903;0.0
DAV;2013090904;0.0
DAV;2013090905;0.1
DAV;2013090906;0.0
DAV;2013090907;0.0
DAV;2013090908;0.0
DAV;2013090909;0.0
DAV;2013090910;0.0
DAV;2013090911;0.0
DAV;2013090912;0.0
DAV;2013090913;0.0
DAV;2013090914;0.0
DAV;2013090915;0.0
DAV;2013090916;0.0
DAV;2013090917;0.0
DAV;2013090918;0.0
DAV;2013090919;0.0
DAV;2013090920;0.0
DAV;2013090921;0.0
DAV;2013090922;0.0
DAV;2013090923;0.0
DAV;2013091000;0.0
DAV;2013091001;0.0
DAV;2013091002;0.0
DAV;2013091003;0.0
DAV;2013091004;0.0
DAV;2013091005;0.0
DAV;2013091006;0.0
DAV;2013091007;0.0
DAV;2013091008;0.0
DAV;2013091009;0.1
DAV;2013091010;0.1
DAV;2013091011;1.1
DAV;2013091012;0.2
DAV;2013091013;0.4
DAV;2013091014;0.1
DAV;2013091015;0.1
DAV;2013091016;3.3
DAV;2013091017;2.6
DAV;2013091018;1.7
DAV;2013091019;0.2
DAV;2013091020;0.1
DAV;2013091021;0.0
DAV;2013091022;0.0
DAV;2013091023;0.0
DAV;2013091100;0.0
DAV;2013091101;0.0
DAV;2013091102;0.0
DAV;2013091103;0.0
DAV;2013091104;0.0
DAV;2013091105;0.0
DAV;2013091106;0.0
DAV;2013091107;0.0
DAV;2013091108;0.0
DAV;2013091109;0.0
DAV;2013091110;0.0
DAV;2013091111;0.0
DAV;2013091112;0.0
DAV;2013091113;0.0
DAV;2013091114;0.0
DAV;2013091115;0.0
DAV;2013091116;0.0
DAV;2013091117;0.4
DAV;2013091118;0.0
DAV;2013091119;0.0
DAV;2013091120;0.0
DAV;2013091121;0.0
DAV;2013091122;0.0
DAV;2013091123;0.0
DAV;2013091200;0.0
DAV;2013091201;0.0
DAV;2013091202;0.0
DAV;2013091203;0.2
DAV;2013091204;0.1
DAV;2013091205;0.6
DAV;2013091206;0.7
DAV;2013091207;0.3
DAV;2013091208;0.4
DAV;2013091209;0.6
DAV;2013091210;0.7
DAV;2013091211;0.6
DAV;2013091212;0.7
DAV;2013091213;0.2
DAV;2013091214;0.1
DAV;2013091215;0.0
DAV;2013091216;0.0
DAV;2013091217;0.0
DAV;2013091218;0.0
DAV;2013091219;0.2
DAV;2013091220;0.5
DAV;2013091221;0.2
DAV;2013091222;0.5
DAV;2013091223;0.0
DAV;2013091300;0.0
DAV;2013091301;0.8
DAV;2013091302;0.0
DAV;2013091303;0.0
DAV;2013091304;0.6
DAV;2013091305;0.0
DAV;2013091306;0.2
DAV;2013091307;0.1
DAV;2013091308;0.0
DAV;2013091309;0.0
DAV;2013091310;0.0
DAV;2013091311;0.0
DAV;2013091312;0.0
DAV;2013091313;0.0
DAV;2013091314;0.0
DAV;2013091315;0.0
DAV;2013091316;0.0
DAV;2013091317;0.0
DAV;2013091318;0.0
DAV;2013091319;0.0
DAV;2013091320;0.0
DAV;2013091321;0.0
DAV;2013091322;0.0
DAV;2013091323;0.0
DAV;2013091400;0.0
DAV;2013091401;0.0
DAV;2013091402;0.0
DAV;2013091403;0.0
DAV;2013091404;0.0
DAV;2013091405;0.0
DAV;2013091406;0.0
DAV;2013091407;0.0
DAV;2013091408;0.0
DAV;2013091409;0.0
DAV;2013091410;0.0
DAV;2013091411;0.0
DAV;2013091412;0.0
DAV;2013091413;0.0
DAV;2013091414;0.0
DAV;2013091415;0.0
DAV;2013091416;0.0
DAV;2013091417;0.0
DAV;2013091418;0.0
DAV;2013091419;0.0
DAV;2013091420;0.0
DAV;2013091421;0.0
DAV;2013091422;0.0
DAV;2013091423;0.0
DAV;2013091500;0.0
DAV;2013091501;0.0
DAV;2013091502;0.0
DAV;2013091503;0.0
DAV;2013091504;0.0
DAV;2013091505;0.0
DAV;2013091506;0.0
DAV;2013091507;0.0
DAV;2013091508;0.0
DAV;2013091509;0.0
DAV;2013091510;0.0
DAV;2013091511;0.0
DAV;2013091512;0.0
DAV;2013091513;0.3
DAV;2013091514;2.0
DAV;2013091515;0.8
DAV;2013091516;0.0
DAV;2013091517;1.0
DAV;2013091518;0.4
DAV;2013091519;0.1
DAV;2013091520;0.0
DAV;2013091521;0.0
DAV;2013091522;0.0
DAV;2013091523;0.1
DAV;2013091600;0.0
DAV;2013091601;0.0
DAV;2013091602;0.0
DAV;2013091603;0.0
DAV;2013091604;0.0
DAV;2013091605;0.0
DAV;2013091606;0.0
DAV;2013091607;0.0
DAV;2013091608;0.0
DAV;2013091609;0.0
DAV;2013091610;0.0
DAV;2013091611;0.1
DAV;2013091612;0.3
DAV;2013091613;0.6
DAV;2013091614;1.8
DAV;2013091615;1.3
DAV;2013091616;0.3
DAV;2013091617;0.0
DAV;2013091618;0.2
DAV;2013091619;0.8
DAV;2013091620;0.3
DAV;2013091621;0.8
DAV;2013091622;1.4
DAV;2013091623;2.7
DAV;2013091700;1.8
DAV;2013091701;0.8
DAV;2013091702;0.8
DAV;2013091703;0.0
DAV;2013091704;0.0
DAV;2013091705;0.0
DAV;2013091706;0.1
DAV;2013091707;0.0
DAV;2013091708;0.0
DAV;2013091709;0.0
DAV;2013091710;0.0
DAV;2013091711;0.0
DAV;2013091712;0.0
DAV;2013091713;0.0
DAV;2013091714;0.0
DAV;2013091715;0.0
DAV;2013091716;0.0
DAV;2013091717;0.0
DAV;2013091718;0.0
DAV;2013091719;0.0
DAV;2013091720;0.0
DAV;2013091721;0.0
DAV;2013091722;0.0
DAV;2013091723;0.2
DAV;2013091800;0.8
DAV;2013091801;0.9
DAV;2013091802;1.3
DAV;2013091803;0.5
DAV;2013091804;0.5
DAV;2013091805;0.7
DAV;2013091806;0.6
DAV;2013091807;0.5
DAV;2013091808;0.5
DAV;2013091809;1.0
DAV;2013091810;0.0
DAV;2013091811;0.0
DAV;2013091812;0.0
DAV;2013091813;0.0
DAV;2013091814;0.0
DAV;2013091815;0.0
DAV;2013091816;0.0
DAV;2013091817;0.0
DAV;2013091818;0.6
DAV;2013091819;1.6
DAV;2013091820;0.3
DAV;2013091821;1.5
DAV;2013091822;0.8
DAV;2013091823;0.1
DAV;2013091900;0.3
DAV;2013091901;0.8
DAV;2013091902;0.3
DAV;2013091903;0.5
DAV;2013091904;1.0
DAV;2013091905;1.1
DAV;2013091906;0.8
DAV;2013091907;0.3
DAV;2013091908;0.1
DAV;2013091909;0.0
DAV;2013091910;0.0
DAV;2013091911;0.0
DAV;2013091912;0.0
DAV;2013091913;0.0
DAV;2013091914;0.0
DAV;2013091915;0.0
DAV;2013091916;0.0
DAV;2013091917;0.0
DAV;2013091918;0.0
DAV;2013091919;0.0
DAV;2013091920;0.0
DAV;2013091921;0.0
DAV;2013091922;0.0
DAV;2013091923;0.0
DAV;2013092000;0.0
DAV;2013092001;0.0
DAV;2013092002;0.0
DAV;2013092003;0.0
DAV;2013092004;0.0
DAV;2013092005;0.0
DAV;2013092006;0.0
DAV;2013092007;0.0
DAV;2013092008;0.0
DAV;2013092009;0.0
DAV;2013092010;0.0
DAV;2013092011;0.0
DAV;2013092012;0.0
DAV;2013092013;0.0
DAV;2013092014;0.0
DAV;2013092015;0.0
DAV;2013092016;0.0
DAV;2013092017;0.0
DAV;2013092018;0.0
DAV;2013092019;0.0
DAV;2013092020;0.0
DAV;2013092021;0.0
DAV;2013092022;0.0
DAV;2013092023;0.0
DAV;2013092100;0.0
DAV;2013092101;0.0
DAV;2013092102;0.0
DAV;2013092103;0.0
DAV;2013092104;0.0
DAV;2013092105;0.0
DAV;2013092106;0.0
DAV;2013092107;0.0
DAV;2013092108;0.0
DAV;2013092109;0.0
DAV;2013092110;0.0
DAV;2013092111;0.0
DAV;2013092112;0.0
DAV;2013092113;0.0
DAV;2013092114;0.0
DAV;2013092115;0.0
DAV;2013092116;0.0
DAV;2013092117;0.0
DAV;2013092118;0.0
DAV;2013092119;0.0
DAV;2013092120;0.0
DAV;2013092121;0.0
DAV;2013092122;0.0
DAV;2013092123;0.0
DAV;2013092200;0.0
DAV;2013092201;0.0
DAV;2013092202;0.0
DAV;2013092203;0.0
DAV;2013092204;0.0
DAV;2013092205;0.0
DAV;2013092206;0.0
DAV;2013092207;0.0
DAV;2013092208;0.0
DAV;2013092209;0.0
DAV;2013092210;0.0
DAV;2013092211;0.0
DAV;2013092212;0.0
DAV;2013092213;0.0
DAV;2013092214;0.0
DAV;2013092215;0.0
DAV;2013092216;0.0
DAV;2013092217;0.0
DAV;2013092218;0.0
DAV;2013092219;0.0
DAV;2013092220;0.0
DAV;2013092221;0.0
DAV;2013092222;0.0
DAV;2013092223;0.0
DAV;2013092300;0.0
DAV;2013092301;0.0
DAV;2013092302;0.0
DAV;2013092303;0.0
DAV;2013092304;0.0
DAV;2013092305;0.0
DAV;2013092306;0.0
DAV;2013092307;0.0
DAV;2013092308;0.0
DAV;2013092309;0.0
DAV;2013092310;0.0
DAV;2013092311;0.0
DAV;2013092312;0.0
DAV;2013092313;0.0
DAV;2013092314;0.0
DAV;2013092315;0.0
DAV;2013092316;0.0
DAV;2013092317;0.0
DAV;2013092318;0.0
DAV;2013092319;0.0
DAV;2013092320;0.0
DAV;2013092321;0.0
DAV;2013092322;0.0
DAV;2013092323;0.0
DAV;2013092400;0.0
DAV;2013092401;0.0
DAV;2013092402;0.0
DAV;2013092403;0.0
DAV;2013092404;0.0
DAV;2013092405;0.0
DAV;2013092406;0.0
DAV;2013092407;0.0
DAV;2013092408;0.0
DAV;2013092409;0.0
DAV;2013092410;0.0
DAV;2013092411;0.0
DAV;2013092412;0.0
DAV;2013092413;0.0
DAV;2013092414;0.0
DAV;2013092415;0.0
DAV;2013092416;0.0
DAV;2013092417;0.0
DAV;2013092418;0.0
DAV;2013092419;0.0
DAV;2013092420;0.0
DAV;2013092421;0.0
DAV;2013092422;0.0
DAV;2013092423;0.0
DAV;2013092500;0.0
DAV;2013092501;0.0
DAV;2013092502;0.0
DAV;2013092503;0.0
DAV;2013092504;0.0
DAV;2013092505;0.0
DAV;2013092506;0.0
DAV;2013092507;0.0
DAV;2013092508;0.0
DAV;2013092509;0.0
DAV;2013092510;0.0
DAV;2013092511;0.0
DAV;2013092512;0.0
DAV;2013092513;0.0
DAV;2013092514;0.0
DAV;2013092515;0.0
DAV;2013092516;0.0
DAV;2013092517;0.0
DAV;2013092518;0.0
DAV;2013092519;0.0
DAV;2013092520;0.0
DAV;2013092521;0.0
DAV;2013092522;0.0
DAV;2013092523;0.0
DAV;2013092600;0.0
DAV;2013092601;0.0
DAV;2013092602;0.0
DAV;2013092603;0.0
DAV;2013092604;0.1
DAV;2013092605;0.1
DAV;2013092606;0.7
DAV;2013092607;0.4
DAV;2013092608;0.0
DAV;2013092609;0.0
DAV;2013092610;0.2
DAV;2013092611;0.4
DAV;2013092612;0.9
DAV;2013092613;0.1
DAV;2013092614;1.5
DAV;2013092615;0.0
DAV;2013092616;0.0
DAV;2013092617;0.1
DAV;2013092618;0.0
DAV;2013092619;0.6
DAV;2013092620;1.2
DAV;2013092621;5.6
DAV;2013092622;1.3
DAV;2013092623;2.5
DAV;2013092700;2.0
DAV;2013092701;5.7
DAV;2013092702;0.3
DAV;2013092703;0.4
DAV;2013092704;0.0
DAV;2013092705;0.0
DAV;2013092706;0.0
DAV;2013092707;0.1
DAV;2013092708;0.0
DAV;2013092709;0.2
DAV;2013092710;0.1
DAV;2013092711;0.0
DAV;2013092712;0.0
DAV;2013092713;1.8
DAV;2013092714;0.0
DAV;2013092715;0.0
DAV;2013092716;0.0
DAV;2013092717;0.0
DAV;2013092718;0.0
DAV;2013092719;0.0
DAV;2013092720;0.0
DAV;2013092721;0.0
DAV;2013092722;0.0
DAV;2013092723;0.0
DAV;2013092800;0.0
DAV;2013092801;0.0
DAV;2013092802;0.0
DAV;2013092803;0.0
DAV;2013092804;0.0
DAV;2013092805;0.0
DAV;2013092806;0.0
DAV;2013092807;0.0
DAV;2013092808;0.0
DAV;2013092809;0.0
DAV;2013092810;0.0
DAV;2013092811;0.0
DAV;2013092812;0.0
DAV;2013092813;0.0
DAV;2013092814;0.0
DAV;2013092815;0.0
DAV;2013092816;0.0
DAV;2013092817;0.0
DAV;2013092818;0.0
DAV;2013092819;0.0
DAV;2013092820;0.0
DAV;2013092821;0.0
DAV;2013092822;0.2
DAV;2013092823;0.1
DAV;2013092900;0.0
DAV;2013092901;0.0
DAV;2013092902;0.0
DAV;2013092903;0.0
DAV;2013092904;0.0
DAV;2013092905;0.0
DAV;2013092906;0.0
DAV;2013092907;0.0
DAV;2013092908;0.0
DAV;2013092909;0.0
DAV;2013092910;0.0
DAV;2013092911;0.0
DAV;2013092912;0.0
DAV;2013092913;0.0
DAV;2013092914;0.0
DAV;2013092915;0.0
DAV;2013092916;0.0
DAV;2013092917;0.0
DAV;2013092918;0.0
DAV;2013092919;1.7
DAV;2013092920;1.0
DAV;2013092921;0.9
DAV;2013092922;1.2
DAV;2013092923;0.9
DAV;2013093000;1.5
DAV;2013093001;2.4
DAV;2013093002;2.1
DAV;2013093003;1.6
DAV;2013093004;1.8
DAV;2013093005;1.4
DAV;2013093006;0.3
DAV;2013093007;0.1
DAV;2013093008;0.1
DAV;2013093009;0.5
DAV;2013093010;0.3
DAV;2013093011;0.0
DAV;2013093012;0.0
DAV;2013093013;0.0
DAV;2013093014;0.0
DAV;2013093015;0.0
DAV;2013093016;0.0
DAV;2013093017;0.0
DAV;2013093018;0.0
DAV;2013093019;0.0
DAV;2013093020;0.0
DAV;2013093021;0.0
DAV;2013093022;0.0
DAV;2013093023;0.4
DAV;2013100100;0.0
DAV;2013100101;0.0
DAV;2013100102;0.1
DAV;2013100103;0.2
DAV;2013100104;0.2
DAV;2013100105;1.5
DAV;2013100106;2.0
DAV;2013100107;0.6
DAV;2013100108;0.0
DAV;2013100109;0.0
DAV;2013100110;0.0
DAV;2013100111;0.0
DAV;2013100112;0.0
DAV;2013100113;0.0
DAV;2013100114;0.0
DAV;2013100115;0.1
DAV;2013100116;0.0
DAV;2013100117;0.3
DAV;2013100118;0.0
DAV;2013100119;0.0
DAV;2013100120;0.0
DAV;2013100121;0.0
DAV;2013100122;0.0
DAV;2013100123;0.0
DAV;2013100200;0.0
DAV;2013100201;0.0
DAV;2013100202;0.0
DAV;2013100203;0.0
DAV;2013100204;0.0
DAV;2013100205;0.0
DAV;2013100206;0.0
DAV;2013100207;0.0
DAV;2013100208;0.0
DAV;2013100209;0.0
DAV;2013100210;0.0
DAV;2013100211;0.0
DAV;2013100212;0.0
DAV;2013100213;0.0
DAV;2013100214;0.0
DAV;2013100215;0.0
DAV;2013100216;0.0
DAV;2013100217;0.0
DAV;2013100218;0.0
DAV;2013100219;0.0
DAV;2013100220;0.0
DAV;2013100221;0.0
DAV;2013100222;0.0
DAV;2013100223;0.0
DAV;2013100300;0.0
DAV;2013100301;0.0
DAV;2013100302;0.0
DAV;2013100303;0.0
DAV;2013100304;0.0
DAV;2013100305;0.0
DAV;2013100306;0.0
DAV;2013100307;0.0
DAV;2013100308;0.0
DAV;2013100309;0.0
DAV;2013100310;0.0
DAV;2013100311;0.0
DAV;2013100312;0.0
DAV;2013100313;0.0
DAV;2013100314;0.0
DAV;2013100315;0.0
DAV;2013100316;0.0
DAV;2013100317;0.1
DAV;2013100318;0.0
DAV;2013100319;0.0
DAV;2013100320;0.0
DAV;2013100321;0.0
DAV;2013100322;0.0
DAV;2013100323;0.0
DAV;2013100400;0.0
DAV;2013100401;0.0
DAV;2013100402;0.0
DAV;2013100403;0.0
DAV;2013100404;0.0
DAV;2013100405;0.0
DAV;2013100406;0.0
DAV;2013100407;0.0
DAV;2013100408;0.0
DAV;2013100409;0.0
DAV;2013100410;0.0
DAV;2013100411;0.0
DAV;2013100412;0.0
DAV;2013100413;0.0
DAV;2013100414;0.0
DAV;2013100415;0.0
DAV;2013100416;0.0
DAV;2013100417;0.0
DAV;2013100418;0.0
DAV;2013100419;0.0
DAV;2013100420;0.0
DAV;2013100421;0.0
DAV;2013100422;0.0
DAV;2013100423;0.0
DAV;2013100500;0.0
DAV;2013100501;0.0
DAV;2013100502;0.0
DAV;2013100503;0.0
DAV;2013100504;0.3
DAV;2013100505;1.0
DAV;2013100506;1.5
DAV;2013100507;0.1
DAV;2013100508;0.0
DAV;2013100509;0.0
DAV;2013100510;0.0
DAV;2013100511;0.0
DAV;2013100512;0.0
DAV;2013100513;0.0
DAV;2013100514;0.0
DAV;2013100515;0.2
DAV;2013100516;0.4
DAV;2013100517;0.5
DAV;2013100518;3.2
DAV;2013100519;2.6
DAV;2013100520;0.4
DAV;2013100521;0.0
DAV;2013100522;0.0
DAV;2013100523;0.0
DAV;2013100600;0.0
DAV;2013100601;0.0
DAV;2013100602;0.0
DAV;2013100603;0.0
DAV;2013100604;0.0
DAV;2013100605;0.0
DAV;2013100606;0.0
DAV;2013100607;0.0
DAV;2013100608;0.0
DAV;2013100609;0.0
DAV;2013100610;0.0
DAV;2013100611;0.0
DAV;2013100612;0.0
DAV;2013100613;0.0
DAV;2013100614;0.0
DAV;2013100615;0.0
DAV;2013100616;0.0
DAV;2013100617;0.0
DAV;2013100618;0.0
DAV;2013100619;0.0
DAV;2013100620;0.0
DAV;2013100621;0.0
DAV;2013100622;0.0
DAV;2013100623;0.0
DAV;2013100700;0.0
DAV;2013100701;0.0
DAV;2013100702;0.0
DAV;2013100703;0.0
DAV;2013100704;0.0
DAV;2013100705;0.0
DAV;2013100706;0.0
DAV;2013100707;0.0
DAV;2013100708;0.0
DAV;2013100709;0.0
DAV;2013100710;0.0
DAV;2013100711;0.0
DAV;2013100712;0.0
DAV;2013100713;0.0
DAV;2013100714;0.0
DAV;2013100715;0.0
DAV;2013100716;0.0
DAV;2013100717;0.0
DAV;2013100718;0.0
DAV;2013100719;0.0
DAV;2013100720;0.0
DAV;2013100721;0.0
DAV;2013100722;0.0
DAV;2013100723;0.0
DAV;2013100800;0.0
DAV;2013100801;0.0
DAV;2013100802;0.0
DAV;2013100803;0.0
DAV;2013100804;0.0
DAV;2013100805;0.0
DAV;2013100806;0.0
DAV;2013100807;0.0
DAV;2013100808;0.0
DAV;2013100809;0.0
DAV;2013100810;0.0
DAV;2013100811;0.0
DAV;2013100812;0.0
DAV;2013100813;0.0
DAV;2013100814;0.0
DAV;2013100815;0.0
DAV;2013100816;0.0
DAV;2013100817;0.0
DAV;2013100818;0.1
DAV;2013100819;0.0
DAV;2013100820;0.0
DAV;2013100821;0.0
DAV;2013100822;0.0
DAV;2013100823;0.0
DAV;2013100900;0.0
DAV;2013100901;0.0
DAV;2013100902;0.0
DAV;2013100903;0.0
DAV;2013100904;0.0
DAV;2013100905;0.0
DAV;2013100906;0.0
DAV;2013100907;0.0
DAV;2013100908;0.0
DAV;2013100909;0.0
DAV;2013100910;0.0
DAV;2013100911;0.0
DAV;2013100912;0.0
DAV;2013100913;0.0
DAV;2013100914;0.0
DAV;2013100915;0.0
DAV;2013100916;0.0
DAV;2013100917;0.0
DAV;2013100918;0.0
DAV;2013100919;0.0
DAV;2013100920;0.0
DAV;2013100921;0.0
DAV;2013100922;0.0
DAV;2013100923;0.0
DAV;2013101000;0.0
DAV;2013101001;0.0
DAV;2013101002;0.0
DAV;2013101003;0.0
DAV;2013101004;0.0
DAV;2013101005;0.0
DAV;2013101006;0.0
DAV;2013101007;0.0
DAV;2013101008;0.0
DAV;2013101009;0.1
DAV;2013101010;0.9
DAV;2013101011;0.7
DAV;2013101012;0.2
DAV;2013101013;1.4
DAV;2013101014;1.9
DAV;2013101015;3.8
DAV;2013101016;5.0
DAV;2013101017;2.8
DAV;2013101018;2.4
DAV;2013101019;1.5
DAV;2013101020;1.6
DAV;2013101021;1.2
DAV;2013101022;3.2
DAV;2013101023;3.4
DAV;2013101100;0.6
DAV;2013101101;0.9
DAV;2013101102;0.4
DAV;2013101103;0.4
DAV;2013101104;0.6
DAV;2013101105;0.1
DAV;2013101106;0.2
DAV;2013101107;0.0
DAV;2013101108;0.1
DAV;2013101109;0.9
DAV;2013101110;0.0
DAV;2013101111;0.0
DAV;2013101112;0.0
DAV;2013101113;0.0
DAV;2013101114;0.0
DAV;2013101115;0.0
DAV;2013101116;0.0
DAV;2013101117;0.0
DAV;2013101118;0.0
DAV;2013101119;0.0
DAV;2013101120;0.0
DAV;2013101121;0.0
DAV;2013101122;0.0
DAV;2013101123;0.0
DAV;2013101200;0.0
DAV;2013101201;0.0
DAV;2013101202;0.0
DAV;2013101203;0.0
DAV;2013101204;0.3
DAV;2013101205;1.0
DAV;2013101206;4.0
DAV;2013101207;0.5
DAV;2013101208;0.1
DAV;2013101209;0.1
DAV;2013101210;0.0
DAV;2013101211;0.0
DAV;2013101212;0.0
DAV;2013101213;0.0
DAV;2013101214;0.0
DAV;2013101215;0.0
DAV;2013101216;0.0
DAV;2013101217;0.0
DAV;2013101218;0.0
DAV;2013101219;0.0
DAV;2013101220;0.0
DAV;2013101221;0.0
DAV;2013101222;0.0
DAV;2013101223;0.0
DAV;2013101300;0.0
DAV;2013101301;0.0
DAV;2013101302;0.2
DAV;2013101303;0.3
DAV;2013101304;0.1
DAV;2013101305;0.0
DAV;2013101306;0.0
DAV;2013101307;0.0
DAV;2013101308;0.0
DAV;2013101309;0.0
DAV;2013101310;0.0
DAV;2013101311;0.0
DAV;2013101312;0.0
DAV;2013101313;0.0
DAV;2013101314;0.0
DAV;2013101315;0.0
DAV;2013101316;0.0
DAV;2013101317;0.0
DAV;2013101318;0.0
DAV;2013101319;0.0
DAV;2013101320;0.0
DAV;2013101321;0.0
DAV;2013101322;0.0
DAV;2013101323;0.0
DAV;2013101400;0.0
DAV;2013101401;0.0
DAV;2013101402;0.0
DAV;2013101403;0.0
DAV;2013101404;0.0
DAV;2013101405;0.0
DAV;2013101406;0.0
DAV;2013101407;0.0
DAV;2013101408;0.0
DAV;2013101409;0.0
DAV;2013101410;0.0
DAV;2013101411;0.0
DAV;2013101412;0.0
DAV;2013101413;0.0
DAV;2013101414;0.0
DAV;2013101415;0.0
DAV;2013101416;0.0
DAV;2013101417;0.0
DAV;2013101418;0.0
DAV;2013101419;0.0
DAV;2013101420;0.0
DAV;2013101421;0.0
DAV;2013101422;0.0
DAV;2013101423;0.0
DAV;2013101500;0.0
DAV;2013101501;0.0
DAV;2013101502;0.0
DAV;2013101503;0.0
DAV;2013101504;0.0
DAV;2013101505;0.0
DAV;2013101506;0.0
DAV;2013101507;0.0
DAV;2013101508;0.0
DAV;2013101509;0.0
DAV;2013101510;0.0
DAV;2013101511;0.0
DAV;2013101512;0.0
DAV;2013101513;0.0
DAV;2013101514;0.0
DAV;2013101515;0.0
DAV;2013101516;0.0
DAV;2013101517;0.0
